"id","data _ resource _ uid","data _ resource","catalogue _ number","taxon _ concept _ lsid","raw _ taxon _ name","raw _ common _ name","taxon _ name","rank","class","institution _ code","collection _ code","Locality","raw _ latitude","raw _ longitude","raw _ datum","latitude","longitude","min _ elevation _ d","max _ elevation _ d","min _ depth _ d","max _ depth _ d","individual _ count","basis _ of _ record","raw _ basis _ of _ record","Sex","taxonomic _ kosher","geospatial _ kosher","Data Resource ID","Occurrence status assumed to be present","Coordinates dont match supplied country","Geodetic datum assumed WGS84"
"f2e141ab-b52d-487f-a9fe-ee52d8aeb74f","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","80-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_1600-3","-42.21886063","-64.07752991","","-42.21886063","-64.07752991","57.0","57.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"f0ab1c15-8565-41bb-ac10-391da86e3291","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","97-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Mitragenius araneifoirmis Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_200-3","-42.2262764","-63.86177826","","-42.2262764","-63.86177826","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"f02f64ff-bc6a-4df0-b24c-17af5a058e07","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","91-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_100-3","-42.20458221","-63.9632225","","-42.20458221","-63.9632225","47.0","47.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"efeffe94-91d8-453e-a07b-ae5727b9c628","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","85-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_100-2","-42.22180557","-64.05913544","","-42.22180557","-64.05913544","58.0","58.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"ef3ce557-9f14-49f5-ad80-9672a39f97d7","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","121-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_400-3","-42.22816849","-63.86291504","","-42.22816849","-63.86291504","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"ee8727a0-b997-47af-a28a-185d1a49c697","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","86-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_100-3","-42.22166824","-64.05860901","","-42.22166824","-64.05860901","55.0","55.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"ee4eab71-0d50-4b05-9f90-de72c14187fc","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","97-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Mitragenius araneifoirmis Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_200-3","-42.2262764","-63.86177826","","-42.2262764","-63.86177826","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"ed618318-91d7-4d9f-9e2e-0f63b5bd8723","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","76-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_3200-2","-42.21527863","-64.09216309","","-42.21527863","-64.09216309","65.0","65.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"ed5bd229-2d3f-4196-89f8-d52317b1c89d","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","34-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_100-3","-42.22166824","-64.05860901","","-42.22166824","-64.05860901","55.0","55.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"ecccfc5e-a1d0-4d10-a5c0-230d0855deb8","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","100-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_100-3","-42.22555542","-63.86191559","","-42.22555542","-63.86191559","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"eb08b97a-eb5e-43ed-a684-fb630d5681cf","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","82-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_100-1","-42.22144318","-64.05936432","","-42.22144318","-64.05936432","58.0","58.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"e859445d-078a-4e36-a079-374cf7009e5c","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","40-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_800-3","-42.2274437","-64.06355286","","-42.2274437","-64.06355286","52.0","52.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"e7d9c14a-31b2-45f3-a110-66db5e249f66","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","122-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_100-2","-42.20441818","-63.96250153","","-42.20441818","-63.96250153","51.0","51.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"e682161a-75a1-4828-afc9-f98883f1af1d","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","33-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso, Península Valdés_200-3","-42.22263718","-64.05936432","","-42.22263718","-64.05936432","51.0","51.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"e669bed2-6721-4638-92e8-0323a5514774","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","31-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_200-3","-42.64175034","-64.1763916","","-42.64175034","-64.1763916","82.0","82.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"e4a3b09f-a815-44b3-9ff0-62e8b04d9155","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","125-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_200-3","-42.22263718","-64.05936432","","-42.22263718","-64.05936432","51.0","51.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"e3ef0434-a8f2-41b7-a9e9-ae73cb4c94ec","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","51-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_200-3","-42.64175034","-64.1763916","","-42.64175034","-64.1763916","82.0","82.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"e317f918-1705-46d2-9d03-fedfaa05217a","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","57-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_100-1","-42.2250824","-63.86252594","","-42.2250824","-63.86252594","41.0","41.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"dec77905-15e5-4624-a26a-9ca8a76a6cf0","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","58-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_3200-1","-42.24430466","-63.83497238","","-42.24430466","-63.83497238","43.0","43.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"dcfe248a-9d38-4954-a0bc-e3ced5dc7ac4","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","90-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_200-2","-42.20447159","-63.96041489","","-42.20447159","-63.96041489","54.0","54.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"dc9cea33-fc8b-43d6-a494-056872fe1d4a","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","77-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_400-1","-42.22297287","-64.06219482","","-42.22297287","-64.06219482","54.0","54.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"dc8a4925-c121-4d07-afb3-8f8df3fa346c","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","50-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Mitragenius araneifoirmis Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_200-3","-42.64175034","-64.1763916","","-42.64175034","-64.1763916","82.0","82.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"dc6b06d7-9d95-4a30-a8f4-146e5044961c","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","98-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Mitragenius araneifoirmis Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_100-3","-42.22555542","-63.86191559","","-42.22555542","-63.86191559","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"dc4f7687-31c5-49d9-84ec-f65a964bee36","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","109-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_100-1","-42.20508194","-63.96138763","","-42.20508194","-63.96138763","51.0","51.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"dc11f735-b978-4a20-8c42-63433f6df4bd","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","129-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Nyctelia nodosa Germar,1824","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_1600-1","-42.20427704","-63.98141479","","-42.20427704","-63.98141479","53.0","53.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"dbe30112-6bc8-44be-8a1e-e07a71e2f428","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","17-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Leptynoderes tuberculata Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_100-3","-42.64427948","-64.17647552","","-42.64427948","-64.17647552","56.0","56.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"d1d1f740-c47f-4a60-9aad-140de9907219","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","24-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_3200-3","-42.61508179","-64.17330933","","-42.61508179","-64.17330933","78.0","78.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"d0b9d4f2-983b-4d12-aea9-622e68d638d9","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","130-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_1600-1","-42.20427704","-63.98141479","","-42.20427704","-63.98141479","53.0","53.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"d081798c-6204-49ba-9bed-185094075cce","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","64-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_800-3","-42.23083496","-63.86639023","","-42.23083496","-63.86639023","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"d038e202-c627-4de1-a3a7-c6227c428bfa","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","88-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_800-3","-42.20363998","-63.95308304","","-42.20363998","-63.95308304","47.0","47.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"cf4bf87d-9349-4e7c-9b9d-a1da80d3ec27","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","19-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Leptynoderes strangulata Fairmaire,1904","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_800-2","-42.20411301","-63.95291519","","-42.20411301","-63.95291519","49.0","49.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"cf248adf-93b9-4782-85cf-be092ce86f4c","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","87-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Emmallodera hirtipes Kulzer,1955","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_3200-2","-42.20186234","-63.99966812","","-42.20186234","-63.99966812","71.0","71.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"cec95b45-6eac-4f9f-8db3-b02231c353c9","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","63-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epipedonota cristallisata Lacordaire,1830","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_200-2","-42.22652817","-63.86216736","","-42.22652817","-63.86216736","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"c64edc1a-02d7-42dd-bfbd-d30a7ae29904","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","22-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_400-3","-42.22369385","-64.06155396","","-42.22369385","-64.06155396","53.0","53.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"c4628261-8a27-403e-a24d-8a72853b14a8","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","44-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_100-1","-42.22144318","-64.05936432","","-42.22144318","-64.05936432","58.0","58.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"c2834efa-2774-4d65-9dac-935c613f9698","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","98-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Mitragenius araneifoirmis Curtis,1845","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_100-3","-42.22555542","-63.86191559","","-42.22555542","-63.86191559","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"c1b36b47-e13b-4b61-9426-bbe0a7ac1e5c","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","106-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_1600-1","-42.23727798","-63.85239029","","-42.23727798","-63.85239029","49.0","49.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"c08e7184-3572-4e16-aa10-97a0b2c365d3","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","52-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_200-3","-42.2262764","-63.86177826","","-42.2262764","-63.86177826","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"bf764cb8-a5ce-4338-80af-e4c85d266fe4","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","56-1","urn:lsid:catalogueoflife.org:taxon:d97710d8-29c1-102b-9a4a-00304854f820:col20120124","Blapstinus punctulatus Solier,1851","","Blapstinus","genus","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_1600-3","-42.23652649","-63.85155487","","-42.23652649","-63.85155487","45.0","45.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"beca3d92-3169-4f21-99b3-c8003c85753d","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","13-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Ecnomoderes bruchi Gebien,1928","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_100-1","-42.64435959","-64.17661285","","-42.64435959","-64.17661285","79.0","79.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"bafcab6b-4669-48bd-80e1-60990388246f","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","49-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_1600-3","-42.63024902","-64.17236328","","-42.63024902","-64.17236328","85.0","85.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"b99c865d-d6b0-4b5d-b739-d8877e588c1a","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","13-Ene","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Ecnomoderes bruchi Gebien,1928","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; San Pablo,Península Valdés_100-1","-42.64435959","-64.17661285","","-42.64435959","-64.17661285","79.0","79.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"b797bed8-75f5-40a0-86ea-9cf5faf6ddd1","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","75-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Epitragus sp","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Progreso,Península Valdés_800-3","-42.2274437","-64.06355286","","-42.2274437","-64.06355286","52.0","52.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"b77f7e38-f6e9-4a08-b4f4-1cde4971bfff","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","90-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_200-2","-42.20447159","-63.96041489","","-42.20447159","-63.96041489","54.0","54.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","false","true"
"b74a961f-4b59-40a1-9e07-fa9714df838b","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","87-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Emmallodera hirtipes Kulzer,1955","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; El Centro,Península Valdés_3200-2","-42.20186234","-63.99966812","","-42.20186234","-63.99966812","71.0","71.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
"b6e21cff-c097-4d9f-9af3-76e3d9d9f7e6","dr324","A Tenebrionid beetle’s dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina) - Version 13.2","66-1","urn:lsid:catalogueoflife.org:taxon:d7807148-29c1-102b-9a4a-00304854f820:col20120124","Hylithus tentyroides Lacordaire","","Tenebrionidae","family","Insecta","CENPAT","Entomologia","Biedma; La Falsa,Península Valdés_200-2","-42.22652817","-63.86216736","","-42.22652817","-63.86216736","44.0","44.0","0.0","0.0","1","PreservedSpecimen","PreservedSpecimen","","true","true","dr324","true","true","true"
